86|R|s|從白色的差異觀察材質|三件淺色扭曲形體懸掛在深色背景前，下方配置柱形台座。|同一色系依靠光影而非更多色彩，區分形體、表面與空間。
87|I|i|把作品集變成一個遊戲場景|低多邊形地景使用粉紫草地與藍綠天空，鍵盤圖示位於上方。|場景與操作提示並置，讓視覺探索同時具有可理解的起點。
88|U|t|以大字標題統一藝術平台|橙色背景上，白色高窄字標覆蓋大部分空間，數位頁面在前方漂浮。|大字建立品牌座標，小型畫面補充平台所承載的作品形態。
89|I|p|用森林氣氛打開敘事|深色林地包圍金色標題，纖細邊框圈出主要畫面。|暗部細節提供懸念，標題則以高對比確保明確入口。
90|A|i|讓幾何形態具有生活表情|紫色曲面、黃色圓形與小物件交錯，白色底面保持明亮。|重複的圓角與飽和色把不同物件組成同一視覺家族。
91|B|p|以身體姿態表達運動品牌|橙褐色背景中並置多個運動姿態，中央小字維持輕量。|肢體方向與畫面裁切形成節奏，影像本身承擔活力表達。
92|I|3|把購物節放入街機世界|彈珠機與多個螢幕置於暗色場景，霓虹文字佔據主要標牌。|熟悉的遊戲場域為商業主題加入情境，但行動入口仍需易於辨認。
93|U|g|讓影像搜尋從內容開始|白色頁面內分散多張影像縮圖，搜尋欄位位於中央。|搜尋操作與結果預覽共處一個畫面，直接交代產品的核心用途。
94|B|t|用大字為動態作品定調|黑白背景上排列大型 Motion Design 文字，小型資訊位於下方。|減少色彩干擾，讓字級與作品影像建立明確先後。
95|I|t|把童年主題轉成圓形字遊戲|紅色頁面中有兩組圓形文字與抽象輪廓，白線勾出邊界。|圓周排版改變閱讀方向，也把文字變成整體圖形的一部分。
96|R|s|讓標誌擁有金屬的重量|黑底中央展示金色立體標誌，透光線條勾勒複雜結構。|封面可用來觀察材質表達；製作步驟與工具能力需參考原文。
97|U|c|把金融產品說得更輕快|藍色絨毛般的曲線環绕黑色字標，小圖標點綴其間。|高窄粗體與柔軟形態形成反差，按鈕保持在標題下方。
98|I|p|讓產品更新具有故事畫面|古典人物與雲層組成場景，滑板等當代物件穿插其中。|跨時代元素的並置建立記憶點，也為更新主題提供敘事氛圍。
99|B|t|以極少資訊傳達投資定位|深藍近黑背景中，一句白色主標題集中在中央。|省略多餘圖形，使文案自身成為頁面的主要識別。
100|I|i|把節慶活動放入玩具工坊|扁平角色、禮物與機械裝置擠滿彩色場景，層次分區清楚。|一致的造型規則讓高密度插畫仍有統一感，適合主題式探索。
101|I|3|把姓名嵌進可探索世界|粉橙色立體村落中擺放車輛、建築與巨大的姓名字樣。|姓名成為地景的一部分，品牌身份與場景不再分離。
102|B|g|以影像窄片建立作品序列|多張人物與場景照片以狹長直幅排列，中央高低錯落。|統一寬度與不同高度形成節奏，留白讓影像之間保有間隔。
103|R|n|從範本集合比較頁面結構|收藏指向 2026 年 Framer 網站範本文章，附件未保存可用預覽。|可從原文比較範本的導覽、內容結構與行動版，而非以標題判斷品質。
104|A|i|把記憶化為圖形角色|大眼角色、植物與色塊交織，藍色與暖黃色形成主要對比。|曲線和顆粒感統一不同形態，使繁複構圖仍保持鮮明個性。
105|B|i|以插畫塑造時裝敘事|身披斗篷的人物立於風景中，襯線標題融入暖灰畫面。|服裝輪廓與人物姿態共同傳遞角色性格，文字只作輕量提示。
106|I|3|以中央象徵打開奇幻世界|長劍立於岩石之上，發光符號圍成圓環，冷色天空向後延伸。|中央軸線與環形標記把複雜符號收束為單一敘事焦點。
107|I|3|為文化物件建立數位展廳|淺色空間內排列高低不同的展板與展台，文物影像成為核心。|展台的深度和間隔引導觀看順序，展品邊界維持清楚。
108|B|i|用荒誕角色呈現工作室個性|張大嘴巴的人形與白色動物置於黑底，器材散布四周。|誇張比例與異質物件建立幽默感，也需要清楚文字補充服務定位。
109|A|p|從日常角落觀察空間敘事|暖光照亮書桌、螢幕與牆面小物，室內構圖安靜而完整。|生活細節提供尺度感，局部光源把注意力集中到工作區。
110|U|i|讓互動概念變得有表情|彩色環形角色搭配動作、互動與反應標籤，背景維持淺色。|角色表情承擔趣味，標籤提供概念的基本關係。
111|B|p|用孤立人物建立舞台焦點|灰底中央是一個人物，黃色數字與文字分別位於上下位置。|主體周圍保留大幅留白，使人物姿態和品牌符號容易辨認。
112|T|t|把作品名稱排成一道節奏|高窄白字沿左側密集排列，右側保留橙色山景。|文字列表與大幅影像各佔一區，讓索引本身成為視覺主角。
113|U|3|以機械語彙介紹動態工具|黑色畫面中，紅色模組與金屬結構沿斜向連接。|模組標注與產品形體共享位置，讓工具概念具有可見的組成關係。
114|A|e|讓人像與手繪線條互相滲透|人物照片被花卉圖形、鮮紅嘴唇與文字包圍，色彩高度飽和。|照片提供真實感，平面筆觸則改寫人物周圍的敘事空間。
115|B|i|把好奇心鋪成一張桌面|書本、植物與文具以扁平插畫排列，藍色文字框位於中央。|日常物件形成可親近的語境，統一描邊讓元素保持一致。
116|I|3|用多個世界探索動物未來|藍色頁面組合展示不同島嶼與動物場景，標題分佈於各個畫面。|共享色彩與版式建立系列感，各場景則保有不同敘事內容。
117|I|s|讓一塊石頭承擔空間氣氛|灰綠空間中，主要岩石與少量碎石形成極簡地景。|表面粗糙度、陰影和留白共同建立份量感，而非依靠裝飾。
118|T|t|以兩套字形呈現設計身份|黑色襯線職稱橫跨中央，藍色字母表在其後垂直排列。|不同字體系統的疊合形成焦點，輔助資訊保持小而清楚。
119|U|u|以柔軟圖標統一產品展示|圓潤的彩色圖標與淺色介面卡片組成多幅產品畫面。|統一光照、圓角與色彩規則，使圖標可在不同介面保持一致。
120|U|g|把角色變身展示成選項牆|多種人物造型排成方格，白色大字說明 Halloween AI Photo Booth。|結果示例先於長篇說明，讓使用者快速理解體驗的內容。
121|B|c|讓品牌像一朵明亮的花|飽和藍底上，一朵米白色立體花佔據中央，標誌位於角落。|強烈底色與簡單形態相配，建立縮小後仍清楚的品牌印象。
122|B|i|用角色邊框營造輕快氣氛|紫色背景中央保留字標，誇張角色從畫面邊緣探出。|角色分佈於四周，讓中央資訊擁有穩定且乾淨的位置。
123|I|3|讓字標成為空間中的裝置|白色字標橫跨深色方格場景，中央發光三角量體突出。|高對比幾何形態與字標共同建立焦點，角落小字補充資訊。
124|R|3|用角色雙視圖呈現設計細節|淺色背景展示同一角色的正面與側面，服裝和頭盔細節清楚。|多視角有助比較造型一致性，適合觀察角色設計的輪廓控制。
125|U|u|讓服裝展示與購買資訊同場|人物正側面與配件縮圖並列，灰白底色保持清楚的產品層級。|主產品大圖和下方部件分工，可作為研究電商資訊排序的起點。
126|B|g|把合作成果排成斜向序列|黑底上，多張小型作品畫面逐步升高，中央保留短句。|規律位置與不同內容形成張力，讓系列呈現不顯得單調。
127|A|c|以花朵檢視配色關係|紅橙底色中有兩朵花，白色字標與綠色莖葉形成少量對比。|小面積互補色能使主色更鮮明，而不必增加整體色彩數量。
128|B|3|把基礎設施轉成可讀模型|白色等角設備以線路連接，綠色路徑穿過能源與硬體物件。|減少材質干擾，使系統關係比個別物件裝飾更容易閱讀。
129|B|3|用掛件串起工作室服務|大型黑色標題下懸掛彩色小物，鏈條連接不同形態。|連接關係讓不同品牌資產共存，也形成一條自然的觀看路徑。
130|I|i|把訊息品牌變成一座小世界|塊狀白字包圍中心，建築與綠植組成球形聚落。|字形與場景共享立體語彙，使品牌名稱成為世界的一部分。
131|B|e|把作品集做成個人的數位桌面|人物肖像周圍散布小型作品圖，底部保留近似工具列的元素。|人的形象成為中心座標，多個作品則呈現創作興趣的延伸。
132|B|c|以色彩波形表達音樂氣氛|橙色與青色形成柔和波浪邊界，黑色字標保持在中央。|模糊色帶暗示聲音的連續性，簡潔文字避免與背景競爭。
133|B|3|把靈感保存在復古媒介裡|立體磁碟片懸浮於白底，左側工作室名稱與右側服務列表分列。|一個熟悉物件建立記憶點，兩側資訊則交代專業範圍。
134|T|i|字體與幾何工具共同構圖|黃色底面上放置紅藍幾何形體，黑色大字散布四角。|字形不只承載標題，也參與平衡中央物件的重量。
135|I|3|用霓虹地標建立城市方向|深色未來都市裡，綠色與紫色光環環繞道路和建築。|不同高度的光帶形成空間分層，中心通道提供明確視線方向。
136|A|s|把機械精度與神話圖像相接|黑底上陳列多隻鏤空腕錶，金色結構與藍色部件細節突出。|精細材質需要乾淨背景，才能看見工藝與圖案的關係。
137|B|e|讓影像工作室保持粗獷手感|黑色頁面散布白色手繪形態、影像片段與中央字標。|不規則邊緣與固定品牌位置並存，使自由構圖仍有核心。
138|A|g|在高密度像素世界中找秩序|等角空間佈滿人物、房間與器物，細小情節分佈不同區域。|一致的透視和尺度讓大量內容可被拼接成連續世界。
139|R|i|用工作場景作為更新封面|暖紅底色中央是一幅像素風工作室圖像，留白圍住小型畫面。|縮小展示能凸顯作品整體輪廓，也保留適合深入查看的細節。
140|I|i|以森林角色引導兒童探索|綠色森林中有小熊、木屋與歡迎標牌，標題佔據上半部。|角色、場景和按鈕共享圓潤造型，讓入口具有一致的親和力。
141|R|i|把設計回饋具象化為對話|插畫人物被多個評論氣泡包圍，淺色背景保持閱讀清楚。|氣泡呈現多種聲音，是切入回饋管理議題的視覺線索。
142|I|e|讓視窗像記憶一樣層疊|復古介面窗口與雕塑、棋盤地面交錯，紫色細節串連畫面。|視窗邊界讓異質內容可以並存，同時營造數位年代感。
143|B|3|讓個人品牌具有雕塑感|白色頁面中，金屬物件與人物並置，黑色大字佔據左側。|光滑材質與粗黑文字形成對照，個人身份與作品氣質相互呼應。
144|U|u|用可見操作說明編輯價值|黑色頁面上，主標題位於大型編輯面板之上，藍色用於局部重點。|把工具介面直接放進首頁，可縮短產品主張與操作想像的距離。
145|B|t|用字體比例建立專業感|襯線大標題與金屬球形物件共處淺色頁面，數據卡片在前景。|字體帶來編輯感，立體元素與數字則提供不同的信息層次。
146|B|g|讓音樂封面與留白對話|白色頁面中央只保留小型封面，下方圓形元素像唱片般定位。|以極少元素建立焦點，作品本身比裝飾更早被看見。
147|B|s|用流動形體統一作品集|粉色頁面中出現深色扭曲形體，下方放大白色字句。|曲面與大字產生尺度反差，有限色系使不同段落保持一致。
148|B|s|讓岩石成為頁面的基座|白色版面下方放置黑灰岩石，頂部短句交代設計主張。|自然粗糙表面對照乾淨文字，為簡潔構圖增加重量感。
149|U|g|用手機矩陣呈現介面系統|多個手機畫面並列，圓形控制、色塊與卡片反覆出現。|一致的元件語彙使不同功能可被視為同一套介面家族。
150|U|p|把金融介面置於開闊地景|山景與花田作為背景，中央放置金額與產品主張。|自然場景建立情緒，但決策資訊仍應靠清楚文字與層級呈現。
151|I|3|以人物與場景塑造音樂世界|人物騎著摩托車停在砂色地景中，周圍建築形態帶有手作感。|角色、交通工具與環境共同提供敘事線索，導覽則退到邊界。
152|U|u|讓產品頁也具有展示舞台|螢幕內的球鞋位於暖棕場景中央，名稱與選項在兩側排列。|產品形態是第一焦點，功能資訊與背景分層可保持操作清楚。
153|I|3|把互動能力做成精密遊樂場|白色底面上組成立體設備群，彩色模組環繞中央平台。|一致尺度與清晰路徑讓複雜物件群看起來有系統，而非隨機堆砌。
154|B|s|把想像放進柔軟的畫框|黑底上放置圓角厚框影像，襯線短句位於頂部。|模糊影像與實體般邊框形成反差，讓觀看距離成為設計的一部分。
155|B|t|讓字標抵住背景的速度|放射狀模糊色彩朝中央聚合，白色品牌字標橫跨整個畫面。|背景帶來動勢，穩定字標則提供可辨認的視覺錨點。
156|A|t|以暗色展窗閱讀藝術傳承|畫作與小型圖像散布深色頁面，大型襯線標題沿底部展開。|不同尺度作品由共同暗色空間連接，字體提供編輯式秩序。
157|B|e|把品牌人物與產品系統並置|人物肖像居中，手機、耳機與介面卡片散布四周。|中心人物建立情緒，周邊物件展示品牌延伸的不同接觸點。
158|U|p|用自然景觀降低工具距離感|山水與樹木鋪在頁面下半，產品介紹及品牌標誌集中在上方。|把資訊放在天空留白中，可讓景觀與閱讀各自保持完整。
159|U|s|以光影為音樂設備定調|幾何音響裝置陳列於黑灰背景，暖色光線沿底部延伸。|限制高光位置，使不同設備的材質與輪廓成為主要閱讀內容。
160|B|c|讓品牌幽默直接出現在臉上|人物近景配合鮮藍背景，綠色粗體標語覆蓋臉部下方。|不尋常表情與強色文字共同建立記憶點，呈現廣告般的直接性。
161|B|t|用出生日期建立個人敘事|巨大的黃色日期佔據畫面，背景保留暖光中的人物剪影。|日期取代一般標題成為入口，把個人時間線轉成識別元素。
162|I|3|把品牌快閃店搬進數位場景|粉色陳列空間與青綠房間前後相接，產品散布不同台面。|房間色彩區分場域，通道與拱門形成自然的觀看方向。
163|A|s|讓珠飾紋理覆蓋角色全身|長耳帶翼角色佈滿彩色珠飾圖案，大眼與輪廓保持清楚。|高密度表面依靠穩定外形保持辨識，適合觀察裝飾與輪廓的平衡。
164|U|3|把去背工具隱喻為洗衣店|一排洗衣機延伸進暖色霧氣，品牌字樣位於頂部。|熟悉的清洗場景提供功能聯想，實際操作仍需明確入口與說明。
165|B|n|保留工作室的原始入口|附件保存了 Naya Studio 的名稱與連結，但未保存可用預覽。|此條目作為完整收藏的一部分保留，不以其他工作室圖片代替。
166|B|g|用幾何秩序表達創意入口|黑底畫面被細線分區，圓形與拱門線條構成中央圖形。|重複線距和嚴格邊界建立系統感，底部大字再交代品牌概念。
167|I|g|以視覺結構提出感知問題|白色版面上，黑色圓點沿網格分佈，少量彩色圓點形成差異。|同形元素的變化能引導注意；不能僅憑圖形推定個人的醫療體驗。
168|B|p|以山景建立品牌的尺度感|雪山與雲霧構成近乎全白的畫面，字標位於中左位置。|低彩度自然場景提供開闊感，細字需要保留足夠對比。
169|R|c|以一頂帽子表達多種色彩|橙色帽子置於黑底，水平彩色帶橫穿主體。|熟悉物件承載抽象配色概念，可比較色帶如何改變整體氣質。
170|B|p|把設計空間作為品牌肖像|彩色藝術品與家具排布在長形室內，視線沿走道向後延伸。|場景細節呈現創作氣質，空間透視把多種物件整合為一幅圖像。
171|B|3|以居住膠囊連接自然想像|圓角小屋置於荒野，暖色室內光透過大幅玻璃被看見。|冷暖色與內外空間形成對照，使居住尺度成為情感焦點。
172|B|p|用鮮明人像打開品牌個性|黃色背景襯托彩妝人物近景，短標題集中在臉部下方。|妝容、服裝和背景共同控制主色，讓人物成為完整的品牌畫面。
173|B|p|讓網路文化以人物形象現身|人物穿著紅色上衣並手持手機，背景投影與圖形形成層次。|具體姿態直接提示線上生活主題，編輯氛圍先於文章列表出現。
174|B|p|讓絲巾像畫作一樣展開|多條印花絲巾沿水平方向懸浮，下方襯線標題交代主題。|統一展示尺度讓花紋差異可被比較，保留布料曲面則傳達材質。
175|R|t|把歷史時間線做成強烈標題|黑色粗體文字圍繞歷史建築圖像，年代數字位於上方。|標題與史料形成上下節奏，適合觀察歷史敘事的資訊分級。
176|I|c|以色彩和物件引出自我探索|粉紫護照物件浮於橙藍漸層前，白色大字由兩側延伸。|中央物件是敘事隱喻，頁面下方的提問提供進一步探索方向。
177|U|3|以發光防護形態表達安全|紫色發光量體位於黑色介面中央，左側文案交代服務定位。|光線集中在象徵性主體，文字層級負責把抽象意象連到產品。
178|R|i|讓科技封面帶有幽默表情|藍色角色做出手勢，深藍背景中保留少量雲形裝飾。|單一色系依靠明暗和輪廓區分元素，角色姿態建立親和力。
179|B|p|以人物姿態呈現創作者氣質|長髮人物站在白色背景前，黑色服飾與高亮輪廓形成對比。|把人物隔離於簡潔場景，可讓姿態與材質成為主要敘事。
180|U|t|讓服務主張與物件分工|右上放置多行粗體標題，下方產品包裝集中成小型組合。|清晰文字先交代用途，物件只補充商業使用場景。
